order_id,supplier_id,stock_date
140ead02-1500-4660-897e-8773e7c34a6f,1,2024-06-09
849766ff-6b13-4de9-8169-e3cfb6832bbe,2,2025-01-09
4f83ccd2-5dad-4420-89c2-8365a60846d4,3,2024-06-22
1fcd017d-8cdb-4901-b874-39e43b3bbb0b,4,2025-02-13
a088b206-5765-4a0d-b384-1ed9dc274246,5,2025-02-25
0cbbbc5b-b146-4449-83e2-f7e3b2adcbd7,6,2025-04-02
cd963182-f3de-464d-87a1-6cbaa08a6be5,7,2024-09-23
f6c6e797-4799-4dda-aca1-1e39377a6ba2,8,2025-03-17
85911ba6-8f8d-4336-bbbc-b9ff3181d608,9,2025-03-05
53c95ac8-d16a-46b1-a66b-a0d52c4c34ad,10,2024-12-08
76819cd7-29f5-4432-9353-4db841bd3b4a,8,2024-10-15
7d643604-9f8a-45a0-935f-1a2f4bd49a7d,11,2025-01-23
97fcf51d-e661-4847-9e8b-c56c18d1e28d,12,2024-11-19
f5050e82-9242-4e06-8e66-182429448018,6,2025-01-23
02296da9-4abf-4be5-af59-0e44e5a4ad82,13,2024-04-19
c784b6b6-a242-467b-98ca-3b87aede7441,3,2024-12-02
1bf8278a-7398-42b8-9dbf-d41580a9c250,14,2024-10-20
dd76b9cd-6928-4ded-b590-dd929fedb155,15,2024-09-14
e51dd881-85af-4224-8b41-82b828a9a729,1,2024-06-10
42a4de1f-e58a-439d-93cb-caddbae19482,16,2024-11-16
798bdca3-37e7-46f3-8c44-97142715c478,11,2024-05-20
f45be451-38c3-48a2-aa26-907a3c4a266b,17,2024-04-22
605542e6-6b5f-4c13-bfff-8cfde22e6bcb,18,2025-02-05
92c90d4e-a614-4d20-a356-0dd01653d440,19,2025-03-18
2f94d132-8b5e-48cf-9594-dcab81892367,4,2024-08-27
5456d1a6-6018-4295-adee-547da69bbe53,20,2024-10-28
2fb6d849-864a-413b-b225-4738ef1daf35,21,2024-10-27
0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,22,2024-11-24
0bd1f431-bbdf-4520-9be6-55ff3680922c,13,2024-10-24
d05e5f7c-4416-4199-a36d-ff26e21a940d,23,2024-10-03
e901fbf8-8484-4fc6-bdcc-1a3b8f962963,9,2024-06-27
f86e88b6-4b00-45cb-9be7-fdb4f02fa671,6,2024-05-14
9fcd72ea-1b46-4ae3-ae05-430ed49903b8,24,2024-08-13
46e4ce12-38e0-4f02-b015-873942708613,25,2025-02-15
604fed1e-bd10-4375-b03c-230e88a656ff,26,2025-03-17
fd2393f2-22bf-481d-94ab-bcbbf15477a9,27,2025-01-01
63981b19-c4d4-465f-b59f-8abd146ae034,28,2024-07-01
0dc3449a-b648-4692-8e21-926d7113fce3,20,2024-10-20
079d7067-deb3-4714-88d5-5280e1250744,29,2024-11-13
e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,30,2024-07-12
ee558070-73e8-4389-a309-34b57a6d60a7,13,2024-09-23
44091a62-6ad5-423e-ad65-1ed228954b12,14,2024-07-20
c6840aac-eea3-4bbe-89e3-58b9d99312a6,19,2024-05-30
b93b0e95-3a27-4ebf-b2b9-1c8c7b9c8e1e,14,2025-01-03
73f89943-1f1d-4b33-a05e-d0a8b77aad51,31,2025-02-10
64c176ba-c0bd-4470-8f02-990a8279e580,21,2024-10-12
c3cca992-7761-42f4-93dc-41e1eef10759,32,2025-01-06
5d1a3749-0923-4193-a715-e484065b10f5,4,2025-03-30
c8f0d4aa-ccf5-4ac0-a41d-78cfcc1d6e81,33,2024-06-23
534ed7b3-85cf-446c-9c91-61bff63b1678,31,2025-01-30
71641c31-522b-49c2-8772-e3885c52d1a5,21,2025-02-27
9cea7159-4604-4848-bb0c-4f11fa8a14be,34,2024-12-27
7f58cf98-a240-4298-a98f-930b740e9fdc,7,2024-07-23
0eef8142-fadf-49cd-8a0d-d75bc474e863,13,2025-03-29
524c71fe-d9c6-4cf0-a612-3ceae62194b3,35,2024-04-23
32606fa8-c17d-40d8-97b2-7e491a3bcab9,4,2024-09-16
bda227ca-1a51-49de-8cee-b6fa43dc0f28,36,2024-05-31
22fa054a-cd1a-4f17-a2be-d8594d4290ed,17,2024-12-25
04dc9d59-f7b6-4325-8975-d52c16e69386,35,2024-09-12
bdeed8a2-1b28-4cef-bd0d-be19985f1a87,37,2024-11-26
e15aa185-b55a-446e-a0db-02973ceb2e0a,38,2024-04-25
99d5c296-029c-4488-bce9-072413eeec9c,5,2024-05-27
3a58dd71-651f-4410-a1dd-97ca7228a7ac,28,2024-07-12
57a9d31b-55d6-45cd-a01f-c5bbb8809330,19,2025-04-08
30f786d7-216c-4c34-9bfb-da3d5cbe616b,26,2024-06-14
59dca95f-d696-4e70-9ecf-08481dca53e1,31,2024-10-23
159b886e-6f74-4557-be2f-a40c7f0a42d5,39,2025-03-11
d68e5272-1da4-4087-a3ad-4a0ef6a52a2a,31,2024-04-30
0278a289-ab6f-4baa-a0b4-d4f85ea820a8,22,2024-10-24
bdc38e54-5123-4db3-aff0-0a0138af6cfd,13,2024-08-07
2feacda4-c2c5-41a9-aa07-9ecae5ac8540,36,2025-03-08
82bef6b9-5dae-44ae-9635-0a844e00bbfb,5,2024-07-22
7811ebf7-0fc5-4bde-8278-08d11fb4e146,40,2025-04-03
4ce90b8e-cae1-4055-8913-1bf554ea9e88,30,2025-01-06
2d2944ee-c48d-46f9-8261-cd2a18b23f44,23,2024-04-19
b8460706-3267-4d19-ad62-f79292de282c,4,2024-12-20
7acedbe2-ec9a-48dd-945c-ae2a4261545a,29,2024-12-30
6c1fb71a-7d62-449d-b543-684833c23d8d,37,2024-09-30
f47c70b6-3fa9-4088-b9d7-58a484c7e619,29,2025-03-21
b053d1db-ea45-4f6f-b645-59e9c025746f,41,2025-03-22
b3de671b-4724-47c0-9ad9-263a48a30f94,14,2024-05-15
60f8a7f8-a9bb-42c8-b692-bccc4233c287,28,2024-07-09
93bbf7ed-43fd-460a-967e-0c9e63f2350b,35,2024-08-03
6bebe419-387f-4f2d-ab34-b49fc8340de6,42,2024-08-13
133bc6b4-1383-46a0-8435-873f41489bb0,1,2024-06-23
5a5d5e8a-0a00-4b62-86df-93246b5c8352,28,2024-11-30
f6b71501-09fa-4460-a94e-677d7c2ec2dc,38,2024-11-05
f470324f-4beb-4871-a03b-a0e37fb3e6b3,41,2024-06-14
ba580558-2a72-4334-99fd-69b58f04c181,20,2025-01-29
3d944aab-c6cd-4894-8f07-ed0382c0b712,31,2024-07-31
1e03df81-3963-4879-8946-a44c5b410d66,21,2024-08-07
2837c633-312c-4485-99bb-5d0b39d1749a,15,2024-07-02
06caa24e-d5c7-43ff-bace-2c51a2399087,13,2024-11-16
9d17646d-5c38-4bc1-a197-9ade063ffc52,43,2024-04-22
79843c38-1c96-42b2-9e39-41bac1ea9172,8,2024-05-06
795ad310-604a-42f0-8dbd-4e438f83043a,2,2024-07-08
16679769-925d-46f6-b31f-cad1e43bcf22,26,2024-12-15
aec3f868-57bf-49d6-90f7-ab909664bd3b,37,2024-05-29
a653f906-162b-49bd-b8c8-282be8463ce5,2,2024-10-31
fa4def16-e181-452d-8d2e-5ccf8139f465,26,2025-03-16
12d53a0a-99eb-4979-9e71-8011c477add5,5,2025-01-06
0c853561-1a54-4c18-a2c8-b58a71032155,17,2024-08-10
ba7a976b-db1e-45b5-9b8b-e5bda2aa6b5e,3,2024-11-14
797523c3-9cd1-4b21-805f-cbe3f379043c,28,2024-10-26
6ab171e8-fbd4-4360-9d8b-4b22c2e7720a,35,2024-12-10
2b4f9585-cedd-47bc-a62c-c3e5395b9d12,39,2024-09-07
eb1b9efb-f578-4d65-a610-17f1493b9ac5,32,2024-09-17
6eade91f-7cfc-4405-a976-953c9cd0b488,44,2024-09-01
e56dc612-16dc-40bc-a526-4db3fbec452c,22,2025-04-12
b81179fa-d403-48eb-80fc-2dcf6930839a,34,2024-11-11
825f9b3e-c99b-4cfe-b11b-47070f25f4d8,4,2025-03-28
8c366e58-7a53-4ee8-9ae7-ec5dd688f87f,34,2024-11-28
a31372c2-4f49-425f-81e8-84a35bbacb33,35,2024-11-13
e12d0e2b-1299-42e1-81e3-a9fcb4e5287e,1,2024-05-01
5285ac40-cb0d-4b22-8c24-5c7d0f04ff58,14,2024-05-20
5e67b041-df6c-4726-9394-d22fa7094c85,18,2025-04-01
007a25bd-3558-484d-8085-3de65c747d86,21,2025-04-02
a6878888-d16a-4b4c-acc1-9630c7a19b4e,45,2025-01-23
ad45038c-e0a2-4f0a-9ac8-373554b33454,5,2025-03-05
9cd73be4-6981-48b6-8734-2d13d6166973,22,2024-10-10
48280256-2f67-4ee0-9f94-0f07187ccdec,10,2024-07-15
e580597b-e58b-4e7f-b18d-949ac9e54da5,39,2024-09-10
7d9b76e4-f26c-4e1a-899d-e3638c0bf03e,6,2025-02-26
4d391dbc-1156-445b-b444-d37f36c7e5ae,40,2024-10-02
1ef21ddd-3873-4ba7-9ca9-e5c368fd2a02,32,2024-09-10
a70d63e6-4e8d-4ee5-9067-aec7c846ff8a,16,2025-03-09
4696a491-141b-4e9b-ab2f-4362bb8266bd,35,2025-04-03
3ae7b7ef-27b8-4df3-81bf-23b62c4009e6,18,2024-09-21
cc016f19-e962-4366-8721-80d763578980,27,2025-03-14
2e19d14f-c13d-469b-8a2c-93d97bfce53e,37,2024-09-25
a1c504ff-0f6c-4c6e-a404-b81389eb4088,2,2025-01-05
a705ac8c-4d21-487c-9bb4-644bc243cd3a,10,2024-09-14
9fca833c-5c09-4175-bb6a-d619fe7561d4,4,2024-08-05
13fa4702-895c-4851-bec7-adcd43c10e62,44,2024-04-29
4eaee2c2-9ff8-4f78-bd81-8797dca71186,15,2024-10-26
ceb5bb5d-8191-4e23-b75d-be6470aa2cc9,6,2024-11-02
61dd1d68-5d55-4a19-9327-2732cad6e876,12,2025-03-05
7e9c620a-29cd-4d91-a316-c46e48a3f894,1,2024-11-09
af3f8bc5-93eb-4780-8c5d-f236d3204e27,33,2024-11-19
f8ea8490-5faa-459b-8a1a-d98f92ca6807,24,2024-07-23
da34d09f-efe8-40bd-bc8f-0fd201afc5f5,21,2024-05-31
de87b696-3937-4897-96fc-faf01300dfab,45,2024-05-16
3b01c0a8-4fde-4af4-8d22-428741668c6a,20,2024-12-13
c623c2bf-5006-45b3-ac0a-623083db45ad,12,2025-02-28
d414df53-131c-4d68-b71c-67437064e76d,8,2025-02-12
568f37d5-3881-4126-b9e5-eb18aaf1e179,26,2025-02-03
40d8c86d-9941-4ca7-9877-7f8260f2cec6,11,2025-01-27
98b98876-c799-4671-9f78-03c9cf1771bb,30,2025-01-27
8a41bd23-9cbb-411c-b81d-b849010cd096,4,2024-11-09
45a960c5-d265-4774-86bb-a7b7b06f2d5f,36,2024-06-13
b9ac60b5-5f74-4e07-9b8d-31e27134c7e4,12,2024-11-12
4e6eb5be-5e78-4bb3-95ae-241c5c2b99f7,38,2025-04-08
2b9dd6d1-e68c-4310-89c0-62bdfc2603a4,6,2025-02-08
00c281c4-45fb-4dcd-8ead-994d76164dbc,29,2024-10-25
c7707e0b-485e-4be5-8cc4-17754b9a2be2,30,2025-01-03
8c5fcce2-5d12-4e74-8f7d-d5893ebd0f68,24,2025-01-12
84a87221-59b5-4a6c-93e1-a153020175aa,13,2024-08-06
5035a8a1-38ad-4e75-b14d-da1e7ec941c9,13,2024-10-27
698062c7-4b21-4538-9dd5-ecf3bef12b8f,28,2025-03-16
12f4ab99-3a30-4011-9781-0e25557fa475,19,2024-06-11
91610314-f661-4fc0-867d-88d025c43628,46,2025-01-21
b94eab13-d630-413a-9098-816e5f04d4c0,7,2024-11-24
fb4d1105-79e6-499e-b2a1-c53e9d05ef2f,19,2024-05-10
85bc23ee-4f48-4d3f-9a79-7a47eae1a921,40,2024-09-18
83eb8e4b-30e7-446d-afc4-066b5ca423e5,34,2024-07-30
31104814-bf9c-4230-b024-f4101d325806,8,2024-05-24
eb04e789-7f76-4a5d-9897-79a91047f8d4,3,2024-10-30
f64793fc-fc32-4df4-9994-cd7b6f766e17,30,2024-06-30
005c3bf2-8995-4631-8c05-feeaaa9ab68e,33,2025-01-27
fbe86f87-00d6-4816-8e28-8103abf61538,47,2024-12-26
3413cd95-e6ad-4d6e-b370-f1eb47884958,11,2024-09-13
3602a93f-a427-4990-967e-e141caba8875,2,2024-08-17
1041d107-99db-40ad-ab5a-f6b0f5a3eedc,37,2025-02-28
f12123bc-96f1-4de1-8703-1a8e14ccfb1e,42,2024-04-15
50b67709-8340-4724-8579-554b9bed8b74,44,2024-09-19
64cf70b9-689e-4c6f-86c6-f40cd4674e46,24,2024-09-18
ce01dcb9-d8bc-46be-96f9-762797a574f3,24,2025-03-05
67b3d822-66c9-4cf2-a00c-6a9d3b265b2a,3,2025-02-04
4d089b65-9f42-43a6-925a-f17fa91f1edf,21,2024-05-18
84278a4f-ea72-4804-b232-3caac9e7501c,16,2024-05-17
33065de6-fd54-4045-ba76-b1ff1fd8d830,9,2025-04-06
3c5b6cd6-758b-4921-9772-a894bff5bf56,48,2024-08-19
c2922208-df05-4907-ba13-9598e2c2f568,47,2025-01-25
f559948d-0c4e-4947-9aa9-2d6e91af6ad6,9,2024-09-11
8f6901ca-fc5a-49bf-9171-f77c66d96d9f,25,2024-10-01
0700bbdd-231e-4fe3-a48a-e3442fbc187c,39,2025-01-05
76c614aa-f42a-423c-8eea-0dabd755aed3,21,2024-08-05
f4108e25-db93-44d1-a0ae-6b20f5050022,30,2024-11-14
f688e7d0-7456-4c37-aeed-665cfa931570,35,2024-05-03
5f5ec533-aa45-4804-a3a0-d408ac76e760,28,2024-12-20
30b3482b-f261-4e3f-b801-960854bf22cb,24,2024-08-10
de5d6661-b388-45a1-aa09-9bd018a369e9,6,2025-02-05
b85d6ba2-d456-479f-a74b-b321dacba435,3,2024-06-04
45b1e1f7-1bd6-4607-a0ac-f107bc59943a,20,2025-01-08
21cdf697-697e-4f89-a951-c642f980c816,5,2025-01-12
9a0f4a17-28b2-4dac-b519-d15404e74034,29,2025-01-09
a292d5c3-99a8-4d15-9192-82e4198a2822,33,2024-08-25
1b8ce7d3-58e3-4225-b11e-40d28498b27c,5,2024-06-02
c22ca8e0-2b33-4300-b18a-6b691920d05a,20,2024-11-20
b19c9ac2-2f61-4d46-9c0c-477b2c594a22,9,2024-09-21
a1018be8-c697-40ec-ba4b-8b7a16e16752,19,2025-01-07
939200a5-8f91-4397-8fa3-1682dd65c40e,16,2024-11-06
a5647d57-b1c5-4c9e-99a6-356a1d603632,48,2024-07-26
cf1c72d1-100b-4f16-8a09-08779994f1bc,27,2024-12-09
12d52e89-0bac-4a7e-811c-c62c6bddd316,39,2025-01-09
2aafe00c-8e7c-47ec-b7af-34534e15b415,13,2024-12-16
4ff65723-dca6-4820-a82e-9dbb1a5b8053,20,2024-08-16
8a87cd7e-a61f-4ce7-bf2a-30159b602616,8,2024-06-26
1eedf4d4-12f9-43a8-bc88-41061e093ff8,39,2024-07-19
5ab0109a-3145-4b16-8e1a-534d81f95f46,11,2024-07-18
34a25990-b773-499d-b9d2-dc6860a5816d,25,2024-10-29
edc4ffd1-36c4-4c46-afbe-410a660cc7e8,8,2024-11-06
d902e7e9-7c67-4e8d-aeb6-ff490e6e1cb1,29,2024-06-27
3dd53e33-aeb6-448d-a6ae-13ad8f6ddc0c,19,2024-12-10
36c2e42d-04b5-45fb-b755-ce50ec674301,26,2025-01-04
7b832661-9602-4647-bcfb-795266e0107d,10,2024-06-02
7a30d0f2-caa3-445a-aa4a-8cb7da431884,48,2024-12-03
f819fd10-df60-4244-8db8-294eca8d8c70,11,2024-11-08
98532c6d-d7f3-4267-9485-3b29329e1036,3,2024-07-14
2ee44e5b-bad1-44da-88bb-98820fad69a5,18,2024-10-17
5969a18a-ae6b-45a3-90c0-ba17f68ab141,40,2025-02-16
612a26a1-36c8-41fd-bd48-e3a4d3c859ed,24,2024-09-08
4baab036-e720-48b5-b8cb-97189cb1b107,46,2024-12-30
487c7d44-9cc4-4bd5-9fb7-4fbec764c8a0,38,2024-07-19
7f64a68b-ecb6-49c4-8fe2-e302c520c27d,12,2024-12-27
f83be8ad-0fef-4274-9a92-624209e87fc8,17,2024-05-19
71d2b98f-83b3-448a-834f-91c2ad86b946,30,2025-03-11
55153353-ca87-4513-8990-e1bae42afa22,18,2024-08-12
d6d5120a-1998-4b19-ab7b-65886ae257b4,10,2024-09-30
f09a7b43-eef7-4ef7-8d91-ed665273417b,22,2024-10-15
82669fd3-8045-4df4-af13-124011a300be,13,2024-12-28
201650ff-0a26-4d8b-9865-ec0235439b65,20,2024-10-15
dbc6e5fd-0da5-4acf-8a33-75aa85eff026,16,2024-07-16
5967e676-671f-4716-8cf7-0395f7f9b286,44,2024-07-05
0e1cb887-c90d-4b37-9025-1b38a7addc01,4,2024-09-16
24740435-c49d-4ac5-94b4-12be80388a29,36,2025-02-19
d219e6f0-d2cc-4c2b-a091-0b2a79070760,17,2025-01-20
71c2560e-14dd-4cf4-af69-8ef71bf7084e,19,2024-08-07
3b98b359-2373-4089-857a-ab8ba349f841,26,2024-08-29
6df719be-e4fe-42c5-a884-2c206ec25482,47,2024-08-20
7f345920-a75b-4a9c-b12f-730b7cdbb175,47,2025-03-23
e5c7bb37-d2fe-4fa2-92c8-30f935c61285,31,2024-09-26
ce462d1c-609b-459d-8039-8045aa5aa720,39,2024-10-22
3b3d716e-b34f-41f0-8b02-bd70f4805b6c,23,2024-08-08
5ad6bfb7-4629-4b96-b31d-6191d16ea3b3,9,2025-01-18
d6b93298-899a-469d-ad50-7f38671638a8,3,2024-05-07
b9810ea7-5372-473b-9e8c-f688ddcc506d,23,2025-01-20
04aa73f3-090f-4313-af8b-dfb9604ca0e9,40,2024-08-14
28b4fba5-9ce1-4423-91e8-385be675d351,40,2024-08-25
1aec0577-9593-4e36-b237-928f42915a9d,32,2024-10-31
700438ce-b0fa-4a62-b6ca-f2483b4920f0,20,2024-10-19
35c11650-2bc1-4016-928c-fbcf41ba2ef5,42,2025-02-05
0763c3a7-3a0d-44e6-892c-87d89b362f1c,38,2024-12-10
c8fc4ca9-0f24-4627-9909-700b95356e14,49,2024-07-21
7dc45a5b-c21f-4356-ad1c-0902347018be,27,2024-12-13
ba053014-91c4-4afb-bcf6-bb8e09bda6f8,37,2025-02-22
77cda7d3-c81b-444c-a78a-30e0a0f2ede5,46,2025-02-18
6e1e76f9-2db0-4052-9bad-5fc558ee8e21,11,2024-07-04
f43738f6-9760-442f-9f50-53d389c6edca,9,2025-03-31
b9c976c0-0d73-4760-8ee5-84f0481119f9,38,2024-10-15
6642432c-135d-4408-b14e-663d7c409e33,29,2024-10-03
d50bd4b0-a94c-45d3-b29e-568944a825d0,19,2024-05-23
f4ef5bf2-a6cb-41be-8df5-937854c7ff94,16,2025-01-17
66f66e90-f1fb-4088-ab4f-65c3d8bd98bb,49,2025-04-07
8b26ba13-87f4-4820-8cb7-cecae0933ba2,11,2024-12-15
47ed4177-8f8c-4825-9a4a-e0b978089281,24,2025-03-05
c558374e-c1d1-4f07-8fe5-f5cb54c220ce,15,2025-04-09
3582bad6-4f43-4043-844b-217d13a334d2,2,2025-03-19
10fa65fb-17c5-46bb-b7af-8d4dde2e6e8d,29,2024-11-12
56248934-86d0-4f93-88fe-56d24434ef5f,45,2024-05-31
12d02a2c-289d-4c73-860a-c1de9f7aabf5,18,2025-01-28
6fb9a5ec-1b07-4ac0-8337-b3534e2a59e7,20,2024-10-25
f7c37417-c788-4e96-b37b-a9d198269622,9,2024-10-08
b16c8961-61fe-4d56-9f70-d174b00c4c83,6,2024-12-12
5bae1d4a-8aae-4394-a123-7dc288bce241,46,2024-10-07
286c5e71-2174-4614-b8e8-fb22c3f56f07,39,2025-03-03
52ff14f7-19cc-4aa6-9b30-68e45191f7b6,34,2024-11-23
c52836f9-8383-495e-b33a-c23832a68796,12,2025-01-31
e3925cad-83c5-4182-85a0-a36c0d6198b9,25,2024-10-25
bc60772a-e226-4e98-baa4-2f13a6adb50e,5,2024-12-28
b0ba73bb-74fe-46eb-a9f7-ab592a752f3f,20,2025-01-24
14d3a55e-728c-453a-a718-0ce648df5700,48,2024-12-23
c989a7ad-de8e-4da9-b2e6-b61dbfee0c89,32,2024-09-29
77a1ec7f-e644-489c-8cc9-801f5ad329a6,19,2024-12-16
1cee7df1-71ff-4cfe-aad9-3f9ab2754702,26,2024-06-26
1aa031a2-f864-4e58-a2ac-a9afeca98af2,22,2024-11-04
c0b9e55d-f818-46b9-8281-85c4fb735abb,25,2024-11-20
a3012874-3274-44fe-96aa-ebcc9fb83863,8,2024-12-27
ba5af932-c673-481e-862b-ad19b54689e8,34,2025-01-18
e6fece14-2237-46bf-8e29-b7b684b56d19,36,2024-07-13
b6eea7e3-ce14-4a97-a152-84b079bd1179,30,2025-03-16
827af646-97d8-4ac0-aaec-4d93817d8887,23,2024-09-24
aacaa73b-73fa-4085-8e07-263c098eb28a,18,2024-10-25
54071898-cf16-4290-b8be-16ec81197999,31,2025-01-28
f9d2dbcc-93e8-4bd2-a2f1-e147aea251a2,1,2024-10-07
fe2c43f4-6653-42e5-92c7-41ed5fc546f3,43,2024-07-18
7ec66a47-d78a-472a-8a13-babbac37d0a6,23,2024-11-16
76807003-daf0-4590-a5d6-7c0db72eb355,45,2025-02-15
0abf0429-e58f-45fc-b99f-7dd7298b28cc,38,2024-05-23
74c7bdae-c464-45e0-8642-98b76b243730,20,2025-03-31
5d298d7a-a58a-486a-8e6e-7f3f0e45ebe3,31,2024-07-30
3178dd05-9f7c-4631-8769-e0ff5eb07e20,50,2025-04-02
55a98bbb-17e8-4feb-bbce-421e0ac2c1fc,20,2024-05-26
5ac48956-3940-4323-b7ee-17319f58dd0b,7,2024-08-26
d0c574f2-e1db-49bd-a4d2-4f22685e9bf7,36,2024-12-29
4acfd356-d424-468f-8b7b-0da5662d3ef1,37,2024-12-01
afb8cdb3-4e25-4901-9883-a0ad816c3d4b,18,2024-12-04
65272fd5-bd9a-41b3-a07a-72e30cf8092e,34,2024-08-21
05787fff-ef24-4001-8650-ad70b9d7e8a2,9,2025-03-11
a76576c6-8a22-4b0f-8d4d-fbcc895a548d,16,2024-08-21
e24737ce-bc65-4e7e-935b-21fd57edc17b,6,2024-08-12
0fde1b1d-0f0e-4709-86b1-ef8f6e5de2bc,39,2024-09-22
4abf026e-6fc3-438f-9679-f9e64750e812,4,2024-08-20
3c2fad7b-be51-4aae-9f3c-13d0b37856d9,7,2024-05-31
1d726d22-491e-4b61-a6b2-d97035b06f62,40,2024-05-16
80c45ca5-6b2a-4ec3-a81b-155b36fe7a52,41,2025-03-24
0b91e6c9-147b-48ea-a3a6-9a126cf58fe3,18,2024-09-03
74028fd4-8977-4435-aaa9-7426b65f2968,10,2024-10-15
414e14ce-da78-455f-bb02-2d73129bfe4f,26,2024-08-20
7cb9ec63-542c-43ce-a51d-2a992c607c2e,29,2025-02-26
0a40de1a-27d9-431a-9b88-d5c66dd39b7e,20,2025-02-05
87ca3082-395a-4976-a7ed-ac55ee5e894e,41,2025-01-26
d80d47d9-c6c4-4560-93ed-ad87b191a1e6,34,2024-08-28
36ece524-557e-4511-90d6-5dd1517037db,29,2024-10-09
3884efed-9d55-40b3-9b5b-6f546a3706a9,11,2024-09-25
82a77928-566a-423c-92a6-2fc243623f04,11,2024-04-25
cb6f2f77-b58c-4c4f-8fe6-d65096381164,36,2025-01-25
6a40db3c-1a64-44c3-bf6b-14fa28e753b5,10,2024-10-31
57ea07bd-3f3b-4d69-814d-4fa63ffba090,12,2024-12-17
39806ab4-d09e-461a-8d5d-415c510f414d,7,2025-01-04
8dc5be3a-37e6-4433-a378-1bdf7c5858a6,50,2024-10-21
7a482368-4d66-41b4-b83b-35f4a0ad510e,9,2024-05-18
e6c5fdc9-b757-4d76-809e-22b5c0d28ae3,45,2024-05-01
